tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,original_language,is_franchise,budget,revenue,saga_position
tt2975590,movie,Batman v Superman: Dawn of Justice,2016,151,Sci-Fi,6.4,793743,en,True,250000000.0,874362803.0,2.0
tt2978462,movie,Dolphin Tale 2,2014,107,"Drama,Family",6.4,10327,en,True,36000000.0,52424533.0,2.0
tt2980706,movie,Planes: Fire & Rescue,2014,83,"Adventure,Animation,Comedy",5.9,21985,en,True,50000000.0,151165787.0,2.0
tt2987732,movie,Suck Me Shakespeer,2013,119,Comedy,6.9,34839,de,True,0.0,77676735.0,1.0
tt2990140,movie,The Christmas Chronicles,2018,104,"Adventure,Comedy,Family",7.0,94376,en,True,0.0,0.0,1.0
tt30017619,movie,The Bad Guys 2,2025,104,"Action,Adventure,Animation",7.0,29995,en,True,80000000.0,239676236.0,2.0
tt3013602,movie,Babysitting,2014,85,Comedy,6.8,13683,fr,True,3400000.0,20258904.0,1.0
tt30274401,movie,Five Nights at Freddy's 2,2025,104,"Horror,Mystery,Thriller",5.1,42329,en,True,36000000.0,239568877.0,2.0
tt3029556,movie,Rurouni Kenshin: The Legend Ends,2014,134,"Action,Adventure,Drama",7.5,16268,ja,True,0.0,0.0,3.0
tt3029558,movie,Rurouni Kenshin Part II: Kyoto Inferno,2014,138,"Action,Adventure,Drama",7.5,20152,ja,True,0.0,0.0,2.0
tt30321146,movie,In a Violent Nature,2024,94,"Drama,Horror,Thriller",5.5,31438,en,True,600000.0,4258197.0,1.0
tt30387012,movie,Border 2,2026,200,"Action,Drama,War",5.9,20961,hi,True,33000000.0,21000000.0,2.0
tt3038708,movie,Iron Sky: The Coming Race,2019,93,"Action,Adventure,Comedy",5.0,12852,en,True,17500000.0,392166.0,2.0
tt30395619,movie,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,104,"Action,Adventure,Animation",7.3,10984,ja,True,200000.0,44354825.0,8.0
tt30472557,movie,Chainsaw Man - The Movie: Reze Arc,2025,100,"Action,Adventure,Animation",8.3,61345,ja,True,4100000.0,191400000.0,1.0
tt3062096,movie,Inferno,2016,121,"Action,Adventure,Crime",6.2,203048,en,True,75000000.0,220021259.0,3.0
tt3063516,movie,Jackass Presents: Bad Grandpa,2013,92,Comedy,6.5,100948,en,True,15000000.0,151831537.0,1.0
tt3065204,movie,The Conjuring 2,2016,134,"Horror,Mystery,Thriller",7.3,345162,en,True,40000000.0,322819915.0,2.0
tt3076658,movie,Creed,2015,133,"Action,Drama,Sport",7.6,336365,en,True,37000000.0,173600000.0,1.0
tt3082898,movie,Kickboxer: Vengeance,2016,90,"Action,Crime,Drama",4.9,12935,en,True,17000000.0,0.0,1.0
tt3083016,movie,Beverly Hills Cop: Axel F,2024,118,"Action,Comedy,Crime",6.4,87656,en,True,150000000.0,0.0,4.0
tt3089778,movie,The Treatment,2014,131,"Crime,Drama,Mystery",7.1,10903,nl,True,0.0,1454682.0,1.0
tt3097204,movie,The Inbetweeners 2,2014,96,Comedy,6.4,49331,en,True,0.0,63852235.0,2.0
tt31036941,movie,Jurassic World: Rebirth,2025,133,"Action,Adventure,Sci-Fi",5.8,200287,en,True,180000000.0,869146189.0,7.0
tt3104988,movie,Crazy Rich Asians,2018,120,"Comedy,Drama,Romance",6.9,209999,en,True,30000000.0,238539198.0,1.0
tt3110958,movie,Now You See Me 2,2016,129,"Action,Adventure,Comedy",6.4,362887,en,True,120000000.0,334897606.0,2.0
tt3118452,movie,Circle,2015,87,"Drama,Horror,Mystery",6.0,72873,en,True,250000.0,0.0,1.0
tt31227572,movie,Predator: Badlands,2025,107,"Action,Adventure,Sci-Fi",7.2,158110,en,True,105000000.0,184500000.0,6.0
tt3138782,movie,The Miracle,2015,131,"Comedy,Drama,History",7.6,15751,tr,True,5000000.0,0.0,1.0
tt3140100,movie,Department Q: The Absent One,2014,119,"Crime,Drama,Mystery",7.1,28976,da,True,5800000.0,11500000.0,2.0
tt3142232,movie,Heropanti,2014,146,"Action,Drama,Romance",5.2,11654,hi,True,4200000.0,10000000.0,1.0
tt3155298,movie,Luther: The Fallen Sun,2023,129,"Action,Crime,Drama",6.4,72855,en,True,0.0,0.0,1.0
tt3175038,movie,The Villain,2014,129,"Action,Crime,Drama",6.6,25398,hi,True,0.0,1278108.0,1.0
tt3183660,movie,Fantastic Beasts and Where to Find Them,2016,132,"Adventure,Family,Fantasy",7.2,542079,en,True,180000000.0,809342332.0,1.0
tt31844586,movie,Sisu: Road to Revenge,2025,89,"Action,Thriller,War",6.8,36292,fi,True,12200000.0,9811703.0,2.0
tt31868189,movie,Happy Gilmore 2,2025,114,"Comedy,Sport",6.1,120088,en,True,152000000.0,0.0,2.0
tt31888477,movie,Downton Abbey: The Grand Finale,2025,123,Drama,7.3,19013,en,True,50000000.0,107929546.0,3.0
tt31956415,movie,Freakier Friday,2025,110,"Comedy,Family,Fantasy",6.2,39909,en,True,42000000.0,153176952.0,2.0
tt3195644,movie,Insidious: Chapter 3,2015,97,"Horror,Mystery,Thriller",6.1,128922,en,True,10000000.0,120453155.0,3.0
tt32063050,movie,Bridget Jones: Mad About the Boy,2025,124,"Comedy,Drama,Romance",6.5,34778,en,True,50000000.0,140431671.0,4.0
tt32093575,movie,Scary Movie,2026,96,"Comedy,Horror",5.2,30043,en,True,30000000.0,224070376.0,6.0
tt32141377,movie,28 Years Later: The Bone Temple,2026,109,"Horror,Sci-Fi,Thriller",7.2,113148,en,True,63000000.0,58522222.0,4.0
tt32221196,movie,One of Them Days,2025,97,Comedy,6.5,20164,en,True,14000000.0,51896264.0,1.0
tt3235888,movie,It Follows,2014,100,"Horror,Mystery,Thriller",6.8,300911,en,True,2300000.0,23374076.0,1.0
tt32434379,movie,My Fault: London,2025,120,"Drama,Romance",6.2,17481,en,True,0.0,0.0,1.0
tt32558992,movie,Heart Eyes,2025,97,"Comedy,Horror,Mystery",6.0,38711,en,True,18000000.0,33129099.0,1.0
tt3280262,movie,Cult of Chucky,2017,91,"Horror,Thriller",5.3,34332,en,True,6500000.0,2332018.0,7.0
tt32820897,movie,Demon Slayer: Kimetsu No Yaiba Infinity Castle,2025,155,"Action,Adventure,Animation",8.4,74650,ja,True,20000000.0,733030221.0,2.0
tt3283714,movie,Behzat Ç.: Ankara Is on Fire,2013,97,"Action,Crime,Drama",7.4,15801,tr,True,0.0,0.0,2.0
tt32880932,movie,V/H/S/Beyond,2024,114,"Horror,Sci-Fi,Thriller",5.8,12168,en,True,0.0,0.0,7.0
tt3291150,movie,The Expendables 4,2023,103,"Action,Adventure,Thriller",4.8,56439,en,True,100000000.0,37917985.0,4.0
tt3300542,movie,London Has Fallen,2016,99,"Action,Adventure,Drama",5.9,181127,en,True,60000000.0,205754447.0,2.0
tt33014583,movie,Dhurandhar,2025,214,"Action,Crime,Thriller",8.3,144988,hi,True,24000000.0,136599112.0,1.0
tt3315342,movie,Logan,2017,137,"Action,Drama,Sci-Fi",8.1,930302,en,True,97000000.0,619021436.0,3.0
tt33175825,movie,Attack on Titan: The Last Attack,2024,145,"Action,Adventure,Animation",9.0,31838,ja,True,0.0,21525687.0,5.0
tt3322940,movie,Annabelle,2014,99,"Horror,Mystery,Thriller",5.5,196989,en,True,6500000.0,257589952.0,1.0
tt3331846,movie,Stand by Me Doraemon,2014,95,"Animation,Comedy,Drama",7.4,11197,ja,True,35000000.0,83100000.0,1.0
tt33372494,movie,Lokah Chapter One: Chandra,2025,151,"Action,Fantasy",7.6,21743,ml,True,3379386.0,34242894.0,1.0
tt3347976,movie,Dügün Dernek,2013,106,Comedy,6.9,25425,tr,True,0.0,0.0,1.0
tt3348730,movie,Jigsaw,2017,92,"Crime,Drama,Horror",5.7,103360,en,True,10000000.0,104223315.0,8.0
tt3359350,movie,Road House,2024,121,"Action,Drama,Thriller",6.2,187556,en,True,85000000.0,0.0,1.0
tt33612209,movie,The Devil Wears Prada 2,2026,119,"Comedy,Drama",6.5,65922,en,True,100000000.0,678373258.0,2.0
tt3369806,movie,Max,2015,111,"Adventure,Drama,Family",6.6,31011,en,True,20000000.0,43956255.0,1.0
tt3371366,movie,Transformers: The Last Knight,2017,154,"Action,Adventure,Comedy",5.2,187267,en,True,217000000.0,605425157.0,5.0
tt3385516,movie,X-Men: Apocalypse,2016,144,"Action,Adventure,Sci-Fi",6.8,493893,en,True,178000000.0,543934787.0,6.0
tt3387520,movie,Scary Stories to Tell in the Dark,2019,108,"Adventure,Horror,Mystery",6.2,92486,en,True,25000000.0,104545505.0,1.0
tt3393786,movie,Jack Reacher: Never Go Back,2016,118,"Action,Thriller",6.2,193979,en,True,60000000.0,162100000.0,2.0
tt33978029,movie,Ready or Not 2: Here I Come,2026,108,"Comedy,Horror,Thriller",6.5,50297,en,True,14000000.0,42212563.0,2.0
tt3397884,movie,Sicario,2015,121,"Action,Crime,Drama",7.7,542130,en,True,30000000.0,84997446.0,1.0
tt3402138,movie,The Naked Gun,2025,85,"Action,Comedy,Crime",6.3,130771,en,True,42000000.0,102147396.0,4.0
tt3402236,movie,Murder on the Orient Express,2017,114,"Comedy,Crime,Drama",6.5,322304,en,True,55000000.0,352800000.0,1.0
tt3410834,movie,The Divergent Series: Allegiant,2016,120,"Action,Adventure,Fantasy",5.7,147297,en,True,110000000.0,179246868.0,3.0
tt3416828,movie,Ice Age: Collision Course,2016,94,"Action,Adventure,Animation",5.7,86661,en,True,105000000.0,408579038.0,5.0
tt3417422,movie,Drishyam,2013,160,"Crime,Drama,Mystery",8.4,48995,ml,True,750000.0,12000000.0,1.0
tt34276058,movie,The Family Plan 2,2025,106,"Action,Comedy,Family",5.6,17352,en,True,0.0,0.0,2.0
tt34365591,movie,Mahavatar Narsimha,2024,130,"Action,Animation,Drama",8.5,47907,hi,True,4700000.0,36000000.0,1.0
tt3438354,movie,I Can Quit Whenever I Want,2014,100,"Comedy,Crime",7.0,10302,it,True,2000000.0,54606.0,1.0
tt3450650,movie,Paul Blart: Mall Cop 2,2015,94,"Action,Comedy,Crime",4.5,45165,en,True,38000000.0,107597242.0,2.0
tt3450958,movie,War for the Planet of the Apes,2017,140,"Action,Adventure,Drama",7.4,327980,en,True,150000000.0,490719763.0,3.0
tt3451230,movie,High Strung,2016,96,"Drama,Music,Romance",6.3,10901,en,True,0.0,2093725.0,1.0
tt3461252,movie,The Blue Elephant,2014,170,"Crime,Drama,Horror",8.0,31217,ar,True,3500000.0,0.0,1.0
tt3463106,movie,The Cured,2017,95,"Drama,Horror,Sci-Fi",5.6,10316,en,True,0.0,323776.0,2.0
tt3469046,movie,Despicable Me 3,2017,90,"Adventure,Animation,Comedy",6.3,182912,en,True,80000000.0,1034800131.0,3.0
tt3470600,movie,Sing,2016,108,"Animation,Comedy,Family",7.1,214254,en,True,75000000.0,634151679.0,1.0
tt3477064,movie,Recep Ivedik 4,2014,117,Comedy,3.9,20240,tr,True,0.0,39477906.0,4.0
tt3495000,movie,Mardaani,2014,113,"Action,Crime,Drama",7.3,15679,hi,True,2100000.0,7600000.0,1.0
tt34956443,movie,Ne Zha 2,2025,144,"Action,Adventure,Animation",7.9,24942,zh,True,80000000.0,2259822417.0,2.0
tt3498820,movie,Captain America: Civil War,2016,147,"Action,Sci-Fi",7.8,932530,en,True,250000000.0,1155046416.0,3.0
tt3501632,movie,Thor: Ragnarok,2017,130,"Action,Adventure,Comedy",7.9,899559,en,True,180000000.0,855301806.0,3.0
tt35064672,movie,Cocktail 2,2026,150,"Comedy,Drama,Romance",7.8,25736,hi,True,15872640.0,12947333.0,2.0
tt3513498,movie,The Lego Movie 2: The Second Part,2019,107,"Adventure,Animation,Comedy",6.5,85922,en,True,99000000.0,199603202.0,2.0
tt3521164,movie,Moana,2016,107,"Adventure,Animation,Comedy",7.6,443995,en,True,150000000.0,690860472.0,1.0
tt3522806,movie,Mechanic: Resurrection,2016,98,"Action,Adventure,Thriller",5.8,103898,en,True,40000000.0,125729635.0,2.0
tt35309713,movie,Citizen Vigilante,2026,89,"Action,Crime,Thriller",6.3,25752,en,True,0.0,0.0,
tt3541262,movie,The Admiral: Roaring Currents,2014,128,"Action,Drama,History",7.1,14157,ko,True,9500000.0,138342258.0,1.0
tt3554046,movie,Space Jam: A New Legacy,2021,115,"Adventure,Animation,Comedy",4.5,87468,en,True,150000000.0,163692228.0,2.0
tt3562110,movie,Kesari Chapter 2: The Untold Story of Jallianwala Bagh,2025,133,"Drama,History",8.0,16015,hi,True,0.0,0.0,2.0
tt3564472,movie,Girls Trip,2017,122,"Adventure,Comedy,Drama",6.2,43052,en,True,19000000.0,140376621.0,1.0
tt3566834,movie,A Minecraft Movie,2025,101,"Action,Adventure,Comedy",5.6,163159,en,True,150000000.0,960387780.0,1.0
tt3569782,movie,Jigarthanda,2014,171,"Comedy,Crime,Drama",8.2,14818,ta,True,1600000.0,0.0,1.0
tt3606752,movie,Cars 3,2017,102,"Adventure,Animation,Comedy",6.7,153597,en,True,175000000.0,383925276.0,3.0
tt3606756,movie,Incredibles 2,2018,118,"Action,Adventure,Animation",7.5,373178,en,True,200000000.0,1243225667.0,2.0
tt3606888,movie,A Street Cat Named Bob,2016,103,"Biography,Drama,Family",7.3,37094,en,True,8000000.0,17900000.0,1.0
tt3616916,movie,The Wave,2015,105,"Action,Drama,Thriller",6.6,46530,no,True,5904067.0,12975143.0,1.0
tt3626476,movie,Vacation Friends,2021,103,"Adventure,Comedy",6.3,34351,en,True,0.0,0.0,1.0
tt3628584,movie,Barbershop: The Next Cut,2016,111,"Comedy,Drama",5.9,17163,en,True,20000000.0,55030051.0,3.0
tt3654796,movie,Creep 2,2017,78,"Horror,Thriller",6.4,40593,en,True,0.0,0.0,2.0
tt3678938,movie,Humpty Sharma Ki Dulhania,2014,133,"Comedy,Drama,Romance",6.0,15609,hi,True,0.0,0.0,1.0
tt3702996,movie,Suck Me Shakespeer 2,2015,115,Comedy,5.9,16534,de,True,0.0,83027924.0,2.0
tt3704538,movie,V/H/S Viral,2014,81,"Action,Adventure,Fantasy",4.2,21965,en,True,0.0,2756.0,3.0
tt3705412,movie,Deathgasm,2015,86,"Comedy,Horror,Music",6.3,20910,en,True,0.0,14685.0,1.0
tt3713166,movie,Unfriended,2014,83,"Drama,Fantasy,Horror",5.6,87702,en,True,1000000.0,64364198.0,1.0
tt3717252,movie,Underworld: Blood Wars,2016,91,"Action,Fantasy,Thriller",5.8,86511,en,True,35000000.0,81093313.0,5.0
tt3717532,movie,The Last: Naruto the Movie,2014,112,"Action,Adventure,Animation",7.6,20868,ja,True,750000.0,19840000.0,10.0
tt3720788,movie,The Disappearance of Eleanor Rigby: Her,2013,100,"Drama,Romance",6.8,10132,en,True,0.0,103815.0,2.0
tt3729920,movie,The Disappearance of Eleanor Rigby: Them,2014,123,"Drama,Romance",6.3,13660,en,True,3000000.0,1448076.0,1.0
tt3741700,movie,Godzilla: King of the Monsters,2019,132,"Action,Adventure,Fantasy",6.0,230358,en,True,170000000.0,387300138.0,2.0
tt3758814,movie,The Ice Road,2021,109,"Action,Adventure,Thriller",5.7,57276,en,True,40000000.0,7502846.0,1.0
tt3759416,movie,Astérix: The Mansions of the Gods,2014,85,"Adventure,Animation,Comedy",6.9,17060,fr,True,30000000.0,51379470.0,9.0
tt3760922,movie,My Big Fat Greek Wedding 2,2016,94,"Comedy,Romance",6.0,37877,en,True,18000000.0,90632641.0,2.0
tt3766354,movie,The Equalizer 2,2018,121,"Action,Crime,Mystery",6.7,230721,en,True,62000000.0,190400157.0,2.0
tt37676033,movie,V/H/S/Halloween,2025,115,Horror,5.7,10233,en,True,0.0,0.0,8.0
tt3794354,movie,Sonic the Hedgehog,2020,99,"Action,Adventure,Comedy",6.5,194223,en,True,85000000.0,319715683.0,1.0
tt3799232,movie,The Kissing Booth,2018,105,"Comedy,Romance",5.9,104753,en,True,0.0,0.0,1.0
tt3819668,movie,Dragon Ball Z: Resurrection 'F',2015,94,"Action,Adventure,Animation",7.1,25834,ja,True,5000000.0,61768190.0,15.0
tt3829266,movie,The Predator,2018,107,"Action,Adventure,Sci-Fi",5.3,163544,en,True,88000000.0,160542134.0,4.0
tt3832914,movie,War Room,2015,120,Drama,6.5,17659,en,True,3000000.0,73267874.0,5.0
tt3846674,movie,To All the Boys I've Loved Before,2018,99,"Comedy,Drama,Romance",7.0,141336,en,True,0.0,0.0,1.0
tt3848892,movie,Baby,2015,159,"Action,Thriller",7.9,63380,hi,True,0.0,0.0,1.0
tt3874544,movie,The Boss Baby,2017,97,"Adventure,Animation,Comedy",6.3,159528,en,True,125000000.0,527965936.0,1.0
tt3882082,movie,The Boy,2016,97,"Horror,Mystery,Thriller",6.0,108452,en,True,10000000.0,73929392.0,1.0
tt3896198,movie,Guardians of the Galaxy: Vol. 2,2017,136,"Action,Adventure,Comedy",7.6,833417,en,True,200000000.0,863756051.0,2.0
tt39139925,movie,Dhurandhar: The Revenge,2026,235,"Action,Crime,Thriller",8.2,64176,hi,True,14330000.0,152900759.0,2.0
tt3915174,movie,Puss in Boots: The Last Wish,2022,102,"Action,Adventure,Animation",7.9,227254,en,True,90000000.0,484700000.0,2.0
tt3949660,movie,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,"Action,Adventure,Comedy",5.9,106918,en,True,135000000.0,245623848.0,2.0
tt4045450,movie,I Know What You Did Last Summer,2025,111,"Horror,Mystery",5.1,49470,en,True,18000000.0,64808120.0,4.0
tt4046784,movie,Maze Runner: The Scorch Trials,2015,131,"Action,Adventure,Sci-Fi",6.3,309363,en,True,61000000.0,312296056.0,2.0
tt4088268,movie,Department Q: A Conspiracy of Faith,2016,112,"Crime,Drama,Mystery",7.0,24864,da,True,5210000.0,9700000.0,3.0
tt4094724,movie,The Purge: Election Year,2016,108,"Action,Horror,Sci-Fi",6.0,119456,en,True,10000000.0,118587880.0,3.0
tt4106514,movie,The Postcard Killings,2020,104,"Crime,Drama,Mystery",5.8,18543,en,True,0.0,0.0,1.0
tt4123430,movie,Fantastic Beasts: The Crimes of Grindelwald,2018,134,"Adventure,Family,Fantasy",6.5,332688,en,True,200000000.0,654900000.0,2.0
tt4123432,movie,Fantastic Beasts: The Secrets of Dumbledore,2022,142,"Adventure,Fantasy",6.2,193656,en,True,200000000.0,407200000.0,3.0
tt4126476,movie,After,2019,105,"Drama,Romance",5.3,76600,en,True,14000000.0,69497587.0,1.0
tt4154664,movie,Captain Marvel,2019,123,"Action,Adventure,Sci-Fi",6.7,662080,en,True,152000000.0,1131416446.0,1.0
tt4154756,movie,Avengers: Infinity War,2018,149,"Action,Adventure,Sci-Fi",8.4,1381736,en,True,300000000.0,2052415039.0,3.0
tt4154796,movie,Avengers: Endgame,2019,181,"Action,Adventure,Sci-Fi",8.4,1457106,en,True,356000000.0,2799439100.0,4.0
tt4160708,movie,Don't Breathe,2016,88,"Crime,Horror,Thriller",7.1,332427,en,True,9900000.0,158906350.0,1.0
tt4191580,movie,Meet the Blacks,2016,94,"Comedy,Horror",4.8,38652,en,True,900000.0,9097072.0,1.0
tt4196776,movie,Jason Bourne,2016,123,"Action,Thriller",6.6,258383,en,True,120000000.0,415484914.0,5.0
tt4217392,movie,Kung Fu Yoga,2017,107,"Action,Adventure,Comedy",5.2,12376,zh,True,65000000.0,254212245.0,2.0
tt4225622,movie,The Babysitter,2017,85,"Comedy,Horror",6.4,123160,en,True,0.0,0.0,1.0
tt4267026,movie,Hell House LLC,2015,93,"Horror,Mystery",6.4,36665,en,True,25000.0,0.0,1.0
tt4281724,movie,Terrifier,2016,85,Horror,5.5,96202,en,True,35000.0,421798.0,1.0
tt4361050,movie,Ouija: Origin of Evil,2016,99,"Drama,Horror,Mystery",6.2,82735,en,True,9000000.0,81831866.0,2.0
tt4425200,movie,John Wick: Chapter 2,2017,122,"Action,Crime,Thriller",7.4,573150,en,True,40000000.0,171539887.0,2.0
tt4430136,movie,Pyaar Ka Punchnama 2,2015,137,"Comedy,Drama,Romance",7.2,17632,hi,True,0.0,0.0,2.0
tt4430212,movie,Drishyam,2015,163,"Crime,Drama,Mystery",8.2,109766,hi,True,4600000.0,18000000.0,1.0
tt4438848,movie,Neighbors 2: Sorority Rising,2016,92,Comedy,5.7,137779,en,True,35000000.0,108007109.0,2.0
tt4463894,movie,Shaft,2019,111,"Action,Comedy,Crime",6.4,62449,en,True,30000000.0,21360215.0,2.0
tt4465564,movie,Fifty Shades Darker,2017,118,"Drama,Mystery,Romance",4.6,122142,en,True,55000000.0,381545846.0,2.0
tt4468740,movie,Paddington 2,2017,103,"Adventure,Comedy,Family",7.8,114897,en,True,40000000.0,290132513.0,2.0
tt4477536,movie,Fifty Shades Freed,2018,105,"Drama,Mystery,Romance",4.6,83748,en,True,55000000.0,371985018.0,3.0
tt4500922,movie,Maze Runner: The Death Cure,2018,143,"Action,Adventure,Sci-Fi",6.3,193220,en,True,62000000.0,288418190.0,3.0
tt4513678,movie,Ghostbusters: Afterlife,2021,124,"Adventure,Comedy,Fantasy",7.0,241834,en,True,75000000.0,204445747.0,3.0
tt4520988,movie,Frozen II,2019,103,"Adventure,Animation,Comedy",6.8,220616,en,True,150000000.0,1453683476.0,2.0
tt4530884,movie,I Spit on Your Grave: Vengeance Is Mine,2015,92,"Horror,Thriller",5.1,17848,en,True,0.0,144420.0,3.0
tt4559046,movie,Housefull 3,2016,140,Comedy,5.0,12719,hi,True,13000000.0,23000000.0,3.0
tt4589218,movie,Five Nights at Freddy's,2023,109,"Horror,Mystery,Thriller",5.4,140634,en,True,20000000.0,297242145.0,1.0
tt4618398,movie,Boruto: Naruto the Movie,2015,95,"Action,Adventure,Animation",7.7,13745,ja,True,0.0,38362448.0,11.0
tt4630562,movie,The Fate of the Furious,2017,136,"Action,Crime,Thriller",6.6,275500,en,True,250000000.0,1236000000.0,8.0
tt4633694,movie,Spider-Man: Into the Spider-Verse,2018,117,"Action,Adventure,Animation",8.4,796881,en,True,90000000.0,394884133.0,1.0
tt4649466,movie,Kingsman: The Golden Circle,2017,141,"Action,Adventure,Comedy",6.7,403024,en,True,104000000.0,410902662.0,2.0
tt4651520,movie,Bad Moms,2016,100,Comedy,6.2,141561,en,True,20000000.0,183936074.0,1.0
tt4685762,movie,The Craft: Legacy,2020,97,"Comedy,Drama,Fantasy",4.6,19006,en,True,18000000.0,2300000.0,2.0
tt4712810,movie,Now You See Me: Now You Don't,2025,113,"Crime,Thriller",5.9,71645,en,True,90000000.0,243700000.0,3.0
tt4731148,movie,Attraction,2017,132,"Action,Drama,Romance",5.6,15558,ru,True,5027266.0,19454845.0,1.0
tt4761916,movie,Unfriended: Dark Web,2018,92,"Horror,Mystery,Thriller",6.1,43240,en,True,1000000.0,16434588.0,2.0
tt4765284,movie,Pitch Perfect 3,2017,93,"Comedy,Music",5.8,79089,en,True,45000000.0,185400345.0,3.0
tt4777008,movie,Maleficent: Mistress of Evil,2019,119,"Adventure,Drama,Family",6.6,132913,en,True,185000000.0,491730089.0,2.0
tt4779682,movie,The Meg,2018,113,"Action,Adventure,Horror",5.7,229432,en,True,150000000.0,530517320.0,1.0
tt4823776,movie,The SpongeBob Movie: Sponge on the Run,2020,91,"Adventure,Animation,Comedy",5.9,25848,en,True,60000000.0,4810790.0,3.0
tt4824308,movie,God's Not Dead 2,2016,120,Drama,4.4,14246,en,True,5000000.0,24487848.0,2.0
tt4849438,movie,Baahubali 2: The Conclusion,2017,167,"Action,Drama",8.2,135036,te,True,31000000.0,280700000.0,2.0
tt4864932,movie,Baaghi,2016,133,"Action,Drama,Romance",5.4,11823,hi,True,5103000.0,17377000.0,1.0
tt4881806,movie,Jurassic World: Fallen Kingdom,2018,128,"Action,Adventure,Sci-Fi",6.2,383381,en,True,170000000.0,1310469037.0,5.0
tt4912910,movie,Mission: Impossible - Fallout,2018,147,"Action,Adventure,Thriller",7.7,421486,en,True,178000000.0,824171374.0,6.0
tt4913966,movie,The Curse of La Llorona,2019,93,"Horror,Mystery,Thriller",5.3,66340,en,True,9000000.0,123233739.0,1.0
tt4919268,movie,Bad Boys: Ride or Die,2024,115,"Action,Adventure,Comedy",6.5,114816,en,True,100000000.0,404547819.0,4.0
tt4924942,movie,The Invisible Guardian,2017,129,"Crime,Mystery,Thriller",6.4,19348,es,True,5000000.0,0.0,1.0
tt4987556,movie,Thani Oruvan,2015,160,"Action,Crime,Drama",8.4,24245,ta,True,0.0,0.0,1.0
tt5028340,movie,Mary Poppins Returns,2018,130,"Adventure,Comedy,Family",6.6,101296,en,True,130000000.0,348807090.0,2.0
tt5034838,movie,Godzilla vs. Kong,2021,113,"Action,Sci-Fi,Thriller",6.3,268467,en,True,200000000.0,470116094.0,3.0
tt5052474,movie,Sicario: Day of the Soldado,2018,122,"Action,Crime,Drama",7.1,192710,en,True,35000000.0,75836683.0,2.0
tt5073642,movie,Color Out of Space,2019,111,"Horror,Mystery,Sci-Fi",6.1,65368,en,True,6000000.0,1023510.0,1.0
tt5080556,movie,2.0,2018,148,"Action,Fantasy,Sci-Fi",6.0,30560,ta,True,77000000.0,114629169.0,2.0
tt5095030,movie,Ant-Man and the Wasp,2018,118,"Action,Adventure,Comedy",7.0,498072,en,True,140000000.0,622674139.0,2.0
tt5113040,movie,The Secret Life of Pets 2,2019,86,"Adventure,Animation,Comedy",6.4,78964,en,True,80000000.0,429434163.0,2.0
tt5113044,movie,Minions: The Rise of Gru,2022,87,"Adventure,Animation,Comedy",6.5,106874,en,True,85000000.0,940203765.0,2.0
tt5114588,movie,Dügün Dernek 2: Sünnet,2015,112,Comedy,6.3,12478,tr,True,0.0,0.0,2.0
tt5117670,movie,Peter Rabbit,2018,95,"Adventure,Animation,Comedy",6.6,53516,en,True,50000000.0,351266433.0,1.0
tt5140878,movie,Annabelle: Creation,2017,109,"Horror,Mystery,Thriller",6.5,170992,en,True,15000000.0,306592201.0,2.0
tt5144174,movie,The Dry,2020,117,"Crime,Drama,Mystery",6.8,41080,en,True,0.0,15576286.0,1.0
tt5177088,movie,The Girl in the Spider's Web,2018,115,"Action,Adventure,Crime",6.1,55672,en,True,43000000.0,35164920.0,2.0
tt5207158,movie,South Wind,2018,130,"Crime,Drama,Thriller",7.8,13221,sr,True,0.0,0.0,1.0
tt5220122,movie,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",6.3,100634,en,True,80000000.0,528600000.0,3.0
tt5254868,movie,The Thinning,2016,81,"Action,Drama,Horror",5.3,11198,en,True,100000.0,0.0,1.0
tt5278506,movie,Tickled,2016,92,"Crime,Documentary,Mystery",7.4,23029,en,True,0.0,923000.0,1.0
tt5308322,movie,Happy Death Day,2017,96,"Comedy,Horror,Mystery",6.6,187248,en,True,4800000.0,125479266.0,1.0
tt5325452,movie,Boo! A Madea Halloween,2016,103,"Comedy,Drama,Horror",4.7,10282,en,True,20000000.0,74827344.0,10.0
tt5362988,movie,Wind River,2017,107,"Crime,Drama,Mystery",7.7,316990,en,True,11000000.0,44998252.0,1.0
tt5433138,movie,F9: The Fast Saga,2021,143,"Action,Crime,Thriller",5.2,181210,en,True,200000000.0,726229501.0,10.0
tt5433140,movie,Fast X,2023,141,"Action,Adventure,Crime",5.7,147355,en,True,340000000.0,704709660.0,11.0
tt5456546,movie,Judwaa 2,2017,145,"Action,Comedy,Romance",3.7,12816,hi,True,10000000.0,34500000.0,2.0
tt5463162,movie,Deadpool 2,2018,119,"Action,Adventure,Comedy",7.6,748379,en,True,110000000.0,785896632.0,2.0
tt5500218,movie,Samaritan,2022,102,"Action,Drama,Fantasy",5.7,61704,en,True,100000000.0,75000000.0,1.0
tt5562070,movie,Wish Dragon,2021,98,"Adventure,Animation,Comedy",7.2,39299,en,True,0.0,25860000.0,1.0
